USPS,NAME,INTPTLAT,INTPTLONG      , DENSITY 
Tennessee,Williamson County,35.894807,-86.898068,397.57 
Tennessee,Wilson County,36.149527,-86.291242,246.24 
Texas,Anderson County,31.841261,-95.661727,54.64 
Texas,Andrews County,32.312258,-102.640206,12.08 
Texas,Angelina County,31.251896,-94.611134,109.17 
Texas,Aransas County,28.122621,-96.967501,94.39 
Texas,Archer County,33.616305,-98.687267,9.73 
Texas,Armstrong County,34.964179,-101.356636,2.08 
Texas,Atascosa County,28.891478,-98.535381,41.25 
Texas,Austin County,29.891901,-96.27017,46.39 
Texas,Bailey County,34.067521,-102.830345,8.50 
Texas,Bandera County,29.756389,-99.248285,28.85 
Texas,Bastrop County,30.100772,-97.310639,97.92 
Texas,Baylor County,33.618802,-99.208189,4.13 
Texas,Bee County,28.416077,-97.742586,37.02 
Texas,Bell County,31.042748,-97.48127,338.26 
Texas,Bexar County,29.448671,-98.520147,1601.25 
Texas,Blanco County,30.266456,-98.399217,16.50 
Texas,Borden County,32.73859,-101.439199,0.72 
Texas,Bosque County,31.900819,-97.637641,19.01 
Texas,Bowie County,33.446065,-94.422393,106.58 
Texas,Brazoria County,29.167817,-95.434647,271.55 
Texas,Brazos County,30.656713,-96.302394,386.87 
Texas,Brewster County,29.808997,-103.252458,1.50 
Texas,Briscoe County,34.525172,-101.205893,1.68 
Texas,Brooks County,27.034994,-98.215276,7.54 
Texas,Brown County,31.764137,-98.998456,40.15 
Texas,Burleson County,30.493487,-96.622091,27.90 
Texas,Burnet County,30.78963,-98.201187,47.82 
Texas,Caldwell County,29.832399,-97.628141,79.32 
Texas,Calhoun County,28.441719,-96.579574,42.54 
Texas,Callahan County,32.29315,-99.372249,15.56 
Texas,Cameron County,26.102923,-97.478958,475.43 
Texas,Camp County,32.974581,-94.979085,66.55 
Texas,Carson County,35.405496,-101.355356,6.53 
Texas,Cass County,33.083698,-94.357579,32.15 
Texas,Castro County,34.533621,-102.258786,8.57 
Texas,Chambers County,29.696374,-94.669445,71.09 
Texas,Cherokee County,31.843881,-95.156343,49.95 
Texas,Childress County,34.524624,-100.208166,10.47 
Texas,Clay County,33.785904,-98.212917,9.60 
Texas,Cochran County,33.60844,-102.830449,3.66 
Texas,Coke County,31.87711,-100.635231,3.70 
Texas,Coleman County,31.914205,-99.346622,6.65 
Texas,Collin County,33.194532,-96.579444,1194.61 
Texas,Collingsworth County,34.963358,-100.272135,3.23 
Texas,Colorado County,29.596296,-96.508935,22.09 
Texas,Comal County,29.805491,-98.260544,265.17 
Texas,Comanche County,31.951645,-98.549617,14.43 
Texas,Concho County,31.318883,-99.863649,4.35 
Texas,Cooke County,33.639196,-97.210343,46.38 
Texas,Coryell County,31.391177,-97.798022,71.10 
Texas,Cottle County,34.091906,-100.276442,1.54 
Texas,Crane County,31.422796,-102.487774,6.11 
Texas,Crockett County,30.717532,-101.404211,1.25 
Texas,Crosby County,33.609144,-101.29871,6.42 
Texas,Culberson County,31.445908,-104.526945,0.58 
Texas,Dallam County,36.28637,-102.59402,4.79 
Texas,Dallas County,32.766987,-96.778424,3023.65 
Texas,Dawson County,32.742528,-101.948771,14.02 
Texas,Deaf Smith County,34.940766,-102.607564,12.53 
Texas,Delta County,33.385933,-95.67335,20.83 
Texas,Denton County,33.205132,-97.12114,976.68 
Texas,DeWitt County,29.082346,-97.361654,22.21 
Texas,Dickens County,33.615363,-100.787617,2.49 
Texas,Dimmit County,28.423587,-99.765871,7.76 
Texas,Donley County,34.955036,-100.815846,3.58 
Texas,Duval County,27.681123,-98.497393,6.25 
Texas,Eastland County,32.324645,-98.83656,19.78 
Texas,Ector County,31.865301,-102.542507,180.58 
Texas,Edwards County,29.985877,-100.307373,0.91 
Texas,Ellis County,32.346878,-96.79694,191.77 
Texas,El Paso County,31.76648,-106.241424,829.76 
Texas,Erath County,32.236661,-98.220507,39.19 
Texas,Falls County,31.25193,-96.934127,22.65 
Texas,Fannin County,33.591161,-96.104988,39.61 
Texas,Fayette County,29.877886,-96.921231,26.69 
Texas,Fisher County,32.740473,-100.40312,4.27 
Texas,Floyd County,34.07373,-101.303274,5.88 
Texas,Foard County,33.963306,-99.816828,1.70 
Texas,Fort Bend County,29.526602,-95.771015,914.24 
Texas,Franklin County,33.175846,-95.219066,37.86 
Texas,Freestone County,31.701749,-96.144957,22.57 
Texas,Frio County,28.869334,-99.108788,17.48 
Texas,Gaines County,32.743942,-102.631561,13.91 
Texas,Galveston County,29.233453,-94.888456,891.77 
Texas,Garza County,33.183792,-101.301134,7.36 
Texas,Gillespie County,30.325091,-98.941851,25.33 
Texas,Glasscock County,31.868006,-101.521494,1.54 
Texas,Goliad County,28.6607,-97.430415,8.90 
Texas,Gonzales County,29.461912,-97.49192,19.52 
Texas,Gray County,35.402542,-100.812374,23.65 
Texas,Grayson County,33.624524,-96.675693,143.64 
Texas,Gregg County,32.486397,-94.816276,452.51 
Texas,Grimes County,30.543231,-95.988082,36.01 
Texas,Guadalupe County,29.583532,-97.946771,230.15 
Texas,Hale County,34.068436,-101.822888,33.67 
Texas,Hall County,34.655623,-100.763893,3.43 
Texas,Hamilton County,31.707342,-98.111756,10.15 
Texas,Hansford County,36.272847,-101.35693,5.94 
Texas,Hardeman County,34.289904,-99.745697,5.64 
Texas,Hardin County,30.329648,-94.393178,64.23 
Texas,Harris County,29.857273,-95.393037,2753.93 
Texas,Harrison County,32.547991,-94.374434,74.14 
Texas,Hartley County,35.840244,-102.610047,3.84 
Texas,Haskell County,33.175964,-99.730774,6.44 
Texas,Hays County,30.061225,-98.029267,328.35 
Texas,Hemphill County,35.815956,-100.27921,4.22 
Texas,Henderson County,32.211633,-95.853418,94.19 
Texas,Hidalgo County,26.396384,-98.18099,551.27 
Texas,Hill County,31.982681,-97.130668,37.91 
Texas,Hockley County,33.605932,-102.343398,25.30 
Texas,Hood County,32.430149,-97.831677,143.89 
Texas,Hopkins County,33.148967,-95.565434,47.97 
Texas,Houston County,31.323036,-95.4216,18.82 
Texas,Howard County,32.30343,-101.438721,40.47 
Texas,Hudspeth County,31.450868,-105.377549,1.05 
Texas,Hunt County,33.123308,-96.08423,114.82 
Texas,Hutchinson County,35.837047,-101.362746,23.89 
Texas,Irion County,31.303424,-100.981304,1.45 
Texas,Jack County,33.232161,-98.171176,9.71 
Texas,Jackson County,28.959802,-96.58908,17.93 
Texas,Jasper County,30.752932,-94.022294,38.22 
Texas,Jeff Davis County,30.625357,-104.191873,0.99 
Texas,Jefferson County,29.854,-94.149331,290.97 
Texas,Jim Hogg County,27.053231,-98.747571,4.62 
Texas,Jim Wells County,27.733516,-98.090814,47.18 
Texas,Johnson County,32.379821,-97.364959,236.35 
Texas,Jones County,32.743709,-99.87443,21.34 
Texas,Karnes County,28.908996,-97.852205,20.94 
Texas,Kaufman County,32.598944,-96.288377,164.75 
Texas,Kendall County,29.943525,-98.709269,68.90 
Texas,Kenedy County,26.890213,-97.591143,0.30 
Texas,Kent County,33.18478,-100.76972,0.80 
Texas,Kerr County,30.059953,-99.353339,47.50 
Texas,Kimble County,30.479472,-99.746396,3.49 
Texas,King County,33.614268,-100.245345,0.30 
Texas,Kinney County,29.347086,-100.4177,2.77 
Texas,Kleberg County,27.438735,-97.66062,35.32 
Texas,Knox County,33.61189,-99.730356,4.29 
Texas,Lamar County,33.667263,-95.570348,54.81 
Texas,Lamb County,34.068861,-102.348018,12.95 
Texas,Lampasas County,31.196731,-98.240889,29.78 
Texas,La Salle County,28.351098,-99.096774,5.07 
Texas,Lavaca County,29.382578,-96.923633,20.74 
Texas,Lee County,30.321498,-96.976823,27.26 
Texas,Leon County,31.300493,-95.995622,16.09 
Texas,Liberty County,30.158508,-94.844061,74.52 
Texas,Limestone County,31.547543,-96.593623,25.98 
Texas,Lipscomb County,36.2802,-100.272683,3.60 
Texas,Live Oak County,28.351535,-98.126961,11.70 
Texas,Llano County,30.707584,-98.68469,23.17 
Texas,Loving County,31.844936,-103.561229,0.23 
Texas,Lubbock County,33.611469,-101.819944,343.25 
Texas,Lynn County,33.178412,-101.818493,6.59 
Texas,McCulloch County,31.205477,-99.359856,7.50 
Texas,McLennan County,31.549596,-97.201511,245.49 
Texas,McMullen County,28.384922,-98.578853,0.66 
Texas,Madison County,30.966878,-95.930372,30.94 
Texas,Marion County,32.798182,-94.356853,26.07 
Texas,Martin County,32.30983,-101.961836,6.29 
Texas,Mason County,30.703916,-99.237302,4.61 
Texas,Matagorda County,28.77476,-96.001532,33.44 
Texas,Maverick County,28.729787,-100.316678,45.71 
Texas,Medina County,29.353661,-99.111085,38.42 
Texas,Menard County,30.885268,-99.858861,2.37 
Texas,Midland County,31.814269,-102.002454,191.68 
Texas,Milam County,30.791242,-96.984395,24.71 
Texas,Mills County,31.494888,-98.594623,6.58 
Texas,Mitchell County,32.304117,-100.924392,8.94 
Texas,Montague County,33.678356,-97.725014,21.05 
Texas,Montgomery County,30.298801,-95.50295,566.95 
Texas,Moore County,35.835676,-101.890502,23.88 
Texas,Morris County,33.116466,-94.731265,48.97 
Texas,Motley County,34.057899,-100.793152,1.25 
Texas,Nacogdoches County,31.62056,-94.62025,69.42 
Texas,Navarro County,32.048448,-96.476909,49.09 
Texas,Newton County,30.786718,-93.73925,14.72 
Texas,Nolan County,32.312338,-100.418108,16.17 
Texas,Nueces County,27.740032,-97.516214,432.14 
Texas,Ochiltree County,36.278744,-100.815864,10.84 
Texas,Oldham County,35.401921,-102.59762,1.42 
Texas,Orange County,30.122323,-93.8941,250.37 
Texas,Palo Pinto County,32.752204,-98.317967,30.31 
Texas,Panola County,32.163978,-94.305156,28.53 
Texas,Parker County,32.777096,-97.805905,153.11 
Texas,Parmer County,34.532163,-102.784853,11.20 
Texas,Pecos County,30.773298,-102.718153,3.29 
Texas,Polk County,30.784553,-94.837338,47.33 
Texas,Potter County,35.398675,-101.893804,131.71 
Texas,Presidio County,30.005891,-104.261619,1.80 
Texas,Rains County,32.87058,-95.79544,52.99 
Texas,Randall County,34.962529,-101.895547,149.43 
Texas,Reagan County,31.375191,-101.514395,3.18 
Texas,Real County,29.830097,-99.812549,4.97 
Texas,Red River County,33.619625,-95.048429,11.66 
Texas,Reeves County,31.308366,-103.712706,5.96 
Texas,Refugio County,28.322116,-97.162472,9.13 
Texas,Roberts County,35.838596,-100.836682,0.98 
Texas,Robertson County,31.025481,-96.514941,20.21 
Texas,Rockwall County,32.898677,-96.404402,791.89 
Texas,Runnels County,31.845119,-99.982715,9.74 
Texas,Rusk County,32.109423,-94.756382,58.93 
Texas,Sabine County,31.3433,-93.851913,21.54 
Texas,San Augustine County,31.382449,-94.16318,15.51 
Texas,San Jacinto County,30.574388,-95.163136,50.45 
Texas,San Patricio County,28.011794,-97.517157,96.47 
Texas,San Saba County,31.155138,-98.819292,5.33 
Texas,Schleicher County,30.896233,-100.527216,2.21 
Texas,Scurry County,32.744353,-100.913346,18.63 
Texas,Shackelford County,32.74382,-99.347005,3.56 
Texas,Shelby County,31.790139,-94.142579,31.95 
Texas,Sherman County,36.278593,-101.899265,3.34 
Texas,Smith County,32.377016,-95.270041,249.84 
Texas,Somervell County,32.218071,-97.769217,48.35 
Texas,Starr County,26.530903,-98.740235,52.75 
Texas,Stephens County,32.738052,-98.839344,10.52 
Texas,Sterling County,31.835773,-101.054911,1.42 
Texas,Stonewall County,33.17958,-100.253807,1.49 
Texas,Sutton County,30.522185,-100.513359,2.58 
Texas,Swisher County,34.526319,-101.743865,8.38 
Texas,Tarrant County,32.772119,-97.291224,2414.06 
Texas,Taylor County,32.297126,-99.89043,150.34 
Texas,Terrell County,30.232343,-102.072513,0.35 
Texas,Terry County,33.171229,-102.339284,13.82 
Texas,Throckmorton County,33.170695,-99.205796,1.66 
Texas,Titus County,33.214599,-94.966783,81.35 
Texas,Tom Green County,31.398823,-100.463788,77.65 
Texas,Travis County,30.239513,-97.69127,1258.52 
Texas,Trinity County,31.096675,-95.151687,21.25 
Texas,Tyler County,30.769295,-94.375656,23.47 
Texas,Upshur County,32.735349,-94.941184,70.77 
Texas,Upton County,31.353816,-102.041546,2.96 
Texas,Uvalde County,29.350308,-99.768427,17.30 
Texas,Val Verde County,29.875285,-101.143324,15.65 
Texas,Van Zandt County,32.558787,-95.836906,66.49 
Texas,Victoria County,28.79637,-96.971198,104.34 
Texas,Walker County,30.743163,-95.569825,92.42 
Texas,Waller County,30.01359,-95.982149,103.51 
Texas,Ward County,31.513069,-103.105113,14.03 
Texas,Washington County,30.215075,-96.410272,58.11 
Texas,Webb County,27.760799,-99.340752,82.08 
Texas,Wharton County,29.27848,-96.229674,38.32 
Texas,Wheeler County,35.392593,-100.253107,5.68 
Texas,Wichita County,33.988212,-98.70801,210.43 
Texas,Wilbarger County,34.08492,-99.24244,13.20 
Texas,Willacy County,26.481861,-97.594731,36.43 
Texas,Williamson County,30.649082,-97.605065,506.75 
Texas,Wilson County,29.173883,-98.086734,62.49 
Texas,Winkler County,31.832862,-103.054925,9.18 
Texas,Wise County,33.219095,-97.653997,75.53 
Texas,Wood County,32.783588,-95.382166,69.94 
Texas,Yoakum County,33.162398,-102.832242,10.74 
Texas,Young County,33.158778,-98.67839,19.73 
Texas,Zapata County,26.996981,-99.182603,14.21 
Texas,Zavala County,28.864652,-99.75983,9.24 
Utah,Beaver County,38.357535,-113.238948,2.55 
Utah,Box Elder County,41.276061,-113.126226,9.56 
Utah,Cache County,41.734117,-111.745399,109.10 
Utah,Carbon County,39.673284,-110.588484,13.70 
Utah,Daggett County,40.890099,-109.505785,1.41 
Utah,Davis County,41.037559,-112.201943,1176.02 
Utah,Duchesne County,40.289393,-110.429584,6.17 
Utah,Emery County,39.009025,-110.7211,2.24 
Utah,Garfield County,37.831664,-111.450908,0.98 
Utah,Grand County,38.974326,-109.57345,2.66 
Utah,Iron County,37.909304,-113.30674,16.01 
Utah,Juab County,39.71412,-112.790471,3.41 
Utah,Kane County,37.275089,-111.815329,1.93 
Utah,Millard County,38.956744,-113.133092,1.92 
Utah,Morgan County,41.091027,-111.577885,19.77 
Utah,Piute County,38.335881,-112.129375,1.91 
Utah,Rich County,41.627598,-111.240227,2.39 
Utah,Salt Lake County,40.667883,-111.92424,1553.27 
Utah,San Juan County,37.602633,-109.791574,1.98 
Utah,Sanpete County,39.382531,-111.572883,19.26 
Utah,Sevier County,38.746824,-111.81193,11.27 
Utah,Summit County,40.87206,-110.968486,22.42 
Utah,Tooele County,40.467753,-113.123979,10.07 
Utah,Uintah County,40.125887,-109.517748,7.91 
Utah,Utah County,40.120425,-111.668508,310.47 
Utah,Wasatch County,40.334884,-111.161568,28.24 
Utah,Washington County,37.262531,-113.4878,70.73 
Utah,Wayne County,38.25984,-110.990877,1.09 
Utah,Weber County,41.270325,-111.876883,444.86 
Vermont,Addison County,44.031248,-73.141581,48.25 
Vermont,Bennington County,43.035325,-73.11146,52.79 
Vermont,Caledonia County,44.468791,-72.112168,46.69 
Vermont,Chittenden County,44.463329,-73.06941,306.70 
Vermont,Essex County,44.724021,-71.732736,9.42 
Vermont,Franklin County,44.858964,-72.909402,77.94 
Vermont,Grand Isle County,44.801787,-73.300759,86.66 
Vermont,Lamoille County,44.603704,-72.638922,55.14 
Vermont,Orange County,44.003392,-72.369687,42.21 
Vermont,Orleans County,44.828442,-72.25163,38.79 
Vermont,Rutland County,43.580858,-73.038202,63.10 
Vermont,Washington County,44.274988,-72.609514,84.62 
Vermont,Windham County,42.995335,-72.721955,54.43 
Vermont,Windsor County,43.572685,-72.598821,57.02 
Virginia,Accomack County,37.765944,-75.757807,72.14 
Virginia,Albemarle County,38.024184,-78.553506,150.90 
Virginia,Alleghany County,37.787905,-80.008669,33.39 
Virginia,Amelia County,37.331927,-77.977462,36.62 
Virginia,Amherst County,37.629304,-79.154667,66.81 
Virginia,Appomattox County,37.370725,-78.81094,47.40 
Virginia,Arlington County,38.878337,-77.100703,9135.42 
Virginia,Augusta County,38.171911,-79.147557,78.03 
Virginia,Bath County,38.068368,-79.731203,8.11 
Virginia,Bedford County,37.312257,-79.527223,103.60 
Virginia,Bland County,37.130612,-81.125853,17.60 
Virginia,Botetourt County,37.565482,-79.797546,61.48 
Virginia,Brunswick County,36.764204,-77.861483,28.94 
Virginia,Buchanan County,37.26812,-82.038151,42.20 
Virginia,Buckingham County,37.573928,-78.529169,29.33 
Virginia,Campbell County,37.210152,-79.095428,109.24 
Virginia,Caroline County,38.030319,-77.352348,58.32 
Virginia,Carroll County,36.731963,-80.727831,62.43 
Virginia,Charles City County,37.361054,-77.05417,37.95 
Virginia,Charlotte County,37.009042,-78.658568,25.12 
Virginia,Chesterfield County,37.378434,-77.585847,822.92 
Virginia,Clarke County,39.115307,-77.990748,82.55 
Virginia,Craig County,37.473603,-80.231051,15.43 
Virginia,Culpeper County,38.48593,-77.956476,136.76 
Virginia,Cumberland County,37.520189,-78.252836,32.97 
Virginia,Dickenson County,37.136701,-82.34922,43.95 
Virginia,Dinwiddie County,37.073498,-77.635492,56.62 
Virginia,Essex County,37.93948,-76.941871,42.47 
Virginia,Fairfax County,38.82952,-77.273252,2943.13 
Virginia,Fauquier County,38.744096,-77.8215,109.06 
Virginia,Floyd County,36.931433,-80.350266,41.47 
Virginia,Fluvanna County,37.830584,-78.283494,93.28 
Virginia,Franklin County,36.991186,-79.882715,81.37 
Virginia,Frederick County,39.20366,-78.263829,213.85 
Virginia,Giles County,37.318072,-80.698321,47.15 
Virginia,Gloucester County,37.403541,-76.523505,171.48 
Virginia,Goochland County,37.718814,-77.917626,82.83 
Virginia,Grayson County,36.652229,-81.215324,35.38 
Virginia,Greene County,38.297981,-78.470163,126.85 
Virginia,Greensville County,36.680336,-77.560277,39.38 
Virginia,Halifax County,36.766461,-78.939614,41.73 
Virginia,Hanover County,37.760215,-77.491317,229.20 
Virginia,Henrico County,37.631269,-77.651922,1409.03 
Virginia,Henry County,36.781479,-79.759231,133.26 
Virginia,Highland County,38.366243,-79.564472,5.32 
Virginia,Isle of Wight County,36.901418,-76.707569,117.06 
Virginia,James City County,37.324837,-76.777888,536.61 
Virginia,King and Queen County,37.717772,-76.905581,22.34 
Virginia,King George County,38.27718,-77.162636,147.94 
Virginia,King William County,37.70826,-77.091054,61.84 
Virginia,Lancaster County,37.704843,-76.412663,80.89 
Virginia,Lee County,36.701721,-83.130112,54.07 
Virginia,Loudoun County,39.0812,-77.638898,788.82 
Virginia,Louisa County,37.972704,-77.959795,74.13 
Virginia,Lunenburg County,36.945555,-78.240528,28.00 
Virginia,Madison County,38.412059,-78.276961,41.46 
Virginia,Mathews County,37.425348,-76.268808,102.46 
Virginia,Mecklenburg County,36.687256,-78.368959,49.02 
Virginia,Middlesex County,37.606975,-76.528082,82.63 
Virginia,Montgomery County,37.175534,-80.387791,255.88 
Virginia,Nelson County,37.789079,-78.88344,31.52 
Virginia,New Kent County,37.510158,-76.999326,106.60 
Virginia,Northampton County,37.302775,-75.924018,55.43 
Virginia,Northumberland County,37.856974,-76.379687,63.45 
Virginia,Nottoway County,37.141167,-78.053866,49.05 
Virginia,Orange County,38.250193,-78.009622,107.43 
Virginia,Page County,38.623209,-78.491872,77.20 
Virginia,Patrick County,36.667138,-80.286413,36.59 
Virginia,Pittsylvania County,36.821721,-79.398502,62.90 
Virginia,Powhatan County,37.549404,-77.912855,112.17 
Virginia,Prince Edward County,37.224881,-78.432957,65.58 
Virginia,Prince George County,37.187325,-77.220993,143.52 
Virginia,Prince William County,38.701119,-77.479579,1393.93 
Virginia,Pulaski County,37.063385,-80.713444,106.51 
Virginia,Rappahannock County,38.684522,-78.168824,27.23 
Virginia,Richmond County,37.942894,-76.730561,47.20 
Virginia,Roanoke County,37.343588,-79.943996,375.48 
Virginia,Rockbridge County,37.814517,-79.447754,38.14 
Virginia,Rockingham County,38.507585,-78.885321,95.60 
Virginia,Russell County,36.93342,-82.095934,56.49 
Virginia,Scott County,36.712776,-82.613624,40.19 
Virginia,Shenandoah County,38.856204,-78.573987,85.61 
Virginia,Smyth County,36.842318,-81.539786,67.51 
Virginia,Southampton County,36.720068,-77.103813,29.35 
Virginia,Spotsylvania County,38.182431,-77.657226,334.34 
Virginia,Stafford County,38.413261,-77.451334,557.04 
Virginia,Surry County,37.119761,-76.880172,23.21 
Virginia,Sussex County,36.926645,-77.259732,22.92 
Virginia,Tazewell County,37.125395,-81.562924,78.75 
Virginia,Warren County,38.908221,-78.207594,186.47 
Virginia,Washington County,36.747814,-81.950322,96.95 
Virginia,Westmoreland County,38.109311,-76.803933,77.75 
Virginia,Wise County,36.974561,-82.62156,94.22 
Virginia,Wythe County,36.899867,-81.083001,62.25 
Virginia,York County,37.219081,-76.561648,648.56 
Virginia,Alexandria city,38.819251,-77.08367,10752.18 
Virginia,Bristol city,36.616954,-82.157564,1277.67 
Virginia,Buena Vista city,37.729345,-79.358134,968.48 
Virginia,Charlottesville city,38.037658,-78.485381,4694.34 
Virginia,Chesapeake city,36.679376,-76.301788,716.77 
Virginia,Colonial Heights city,37.261685,-77.396804,2371.41 
Virginia,Covington city,37.78106,-79.985434,998.17 
Virginia,Danville city,36.583334,-79.408071,950.77 
Virginia,Emporia city,36.696182,-77.535975,742.17 
Virginia,Fairfax city,38.853183,-77.299025,3938.14 
Virginia,Falls Church city,38.884722,-77.175603,7205.85 
Virginia,Franklin city,36.684014,-76.941396,967.75 
Virginia,Fredericksburg city,38.299272,-77.486658,2788.90 
Virginia,Galax city,36.66564,-80.914308,779.49 
Virginia,Hampton city,37.047961,-76.297293,2610.05 
Virginia,Harrisonburg city,38.436255,-78.873303,3116.09 
Virginia,Hopewell city,37.29101,-77.298944,2183.19 
Virginia,Lexington city,37.782332,-79.44432,2854.40 
Virginia,Lynchburg city,37.399016,-79.195458,1677.07 
Virginia,Manassas city,38.746808,-77.482633,4227.51 
Virginia,Manassas Park city,38.768945,-77.448767,6840.71 
Virginia,Martinsville city,36.683527,-79.863647,1177.19 
Virginia,Newport News city,37.076136,-76.52198,2589.16 
Virginia,Norfolk city,36.923015,-76.244641,4581.01 
Virginia,Norton city,36.931549,-82.625996,530.48 
Virginia,Petersburg city,37.20473,-77.392368,1389.39 
Virginia,Poquoson city,37.12836,-76.303534,792.59 
Virginia,Portsmouth city,36.859339,-76.356973,2841.80 
Virginia,Radford city,37.120119,-80.559147,1894.52 
Virginia,Richmond city,37.531399,-77.476009,3818.14 
Virginia,Roanoke city,37.278458,-79.958174,2349.95 
Virginia,Salem city,37.285333,-80.055241,1766.05 
Virginia,Staunton city,38.157978,-79.061876,1251.10 
Virginia,Suffolk city,36.697157,-76.634781,228.45 
Virginia,Virginia Beach city,36.779985,-76.025208,1839.61 
Virginia,Waynesboro city,38.067157,-78.90142,1511.56 
Virginia,Williamsburg city,37.269481,-76.708193,1666.22 
Virginia,Winchester city,39.173869,-78.176356,3058.54 
Washington,Adams County,47.011238,-118.512861,10.26 
Washington,Asotin County,46.181861,-117.227781,35.55 
Washington,Benton County,46.228125,-119.516659,118.74 
Washington,Chelan County,47.860974,-120.619041,26.37 
Washington,Clallam County,48.110903,-123.88986,44.14 
Washington,Clark County,45.77173,-122.485953,766.70 
Washington,Columbia County,46.29285,-117.911634,4.67 
Washington,Cowlitz County,46.196785,-122.67846,95.50 
Washington,Douglas County,47.741763,-119.694622,23.58 
Washington,Ferry County,48.473256,-118.533589,3.47 
Washington,Franklin County,46.53458,-118.906944,75.99 
Washington,Garfield County,46.429478,-117.536711,3.16 
Washington,Grant County,47.213633,-119.467788,36.32 
Washington,Grays Harbor County,47.113732,-123.826735,38.87 
Washington,Island County,48.158554,-122.670649,405.06 
Washington,Jefferson County,47.805708,-123.527057,17.59 
Washington,King County,47.490599,-121.833996,1055.73 
Washington,Kitsap County,47.639595,-122.649634,682.83 
Washington,Kittitas County,47.124441,-120.676709,20.62 
Washington,Klickitat County,45.870446,-120.779305,11.81 
Washington,Lewis County,46.580071,-122.377444,33.13 
Washington,Lincoln County,47.582743,-118.417692,4.65 
Washington,Mason County,47.354126,-123.17385,68.27 
Washington,Okanogan County,48.548453,-119.742235,8.00 
Washington,Pacific County,46.556587,-123.782419,23.60 
Washington,Pend Oreille County,48.543825,-117.232191,9.71 
Washington,Pierce County,47.051413,-122.15324,534.34 
Washington,San Juan County,48.50719,-123.103769,98.49 
Washington,Skagit County,48.493292,-121.81577,74.10 
Washington,Skamania County,46.024785,-121.953232,7.19 
Washington,Snohomish County,48.070464,-121.936784,390.56 
Washington,Spokane County,47.620375,-117.403371,291.76 
Washington,Stevens County,48.388727,-117.854454,18.27 
Washington,Thurston County,46.935822,-122.830152,396.43 
Washington,Wahkiakum County,46.294638,-123.424458,16.83 
Washington,Walla Walla County,46.254606,-118.48037,47.97 
Washington,Whatcom County,48.842653,-121.836432,107.07 
Washington,Whitman County,46.905944,-117.53539,23.06 
Washington,Yakima County,46.456558,-120.740145,58.55 
West Virginia,Barbour County,39.139725,-79.996947,48.48 
West Virginia,Berkeley County,39.447938,-78.037754,364.70 
West Virginia,Boone County,38.022814,-81.713538,43.77 
West Virginia,Braxton County,38.69933,-80.73166,27.59 
West Virginia,Brooke County,40.272645,-80.578691,248.91 
West Virginia,Cabell County,38.419578,-82.243397,331.73 
West Virginia,Calhoun County,38.844159,-81.115478,25.98 
West Virginia,Clay County,38.459826,-81.081866,25.24 
West Virginia,Doddridge County,39.26348,-80.701232,26.29 
West Virginia,Fayette County,38.030933,-81.086051,65.02 
West Virginia,Gilmer County,38.915867,-80.849413,23.71 
West Virginia,Grant County,39.105988,-79.195064,24.35 
West Virginia,Greenbrier County,37.924418,-80.45059,34.11 
West Virginia,Hampshire County,39.312139,-78.611989,36.46 
West Virginia,Hancock County,40.516958,-80.570164,352.18 
West Virginia,Hardy County,39.011361,-78.841729,23.66 
West Virginia,Harrison County,39.279182,-80.386498,162.39 
West Virginia,Jackson County,38.834234,-81.677717,61.82 
West Virginia,Jefferson County,39.307398,-77.86322,271.43 
West Virginia,Kanawha County,38.328068,-81.523516,200.14 
West Virginia,Lewis County,38.988877,-80.495477,41.41 
West Virginia,Lincoln County,38.17177,-82.077623,47.13 
West Virginia,Logan County,37.830591,-81.940853,71.86 
West Virginia,McDowell County,37.382727,-81.658183,34.16 
West Virginia,Marion County,39.505839,-80.243402,181.69 
West Virginia,Marshall County,39.854426,-80.671794,100.79 
West Virginia,Mason County,38.770914,-82.029007,62.02 
West Virginia,Mercer County,37.403448,-81.106456,141.14 
West Virginia,Mineral County,39.404781,-78.95669,82.17 
West Virginia,Mingo County,37.721161,-82.158989,56.21 
West Virginia,Monongalia County,39.633645,-80.059074,295.54 
West Virginia,Monroe County,37.554062,-80.550329,28.09 
West Virginia,Morgan County,39.555002,-78.257345,77.65 
West Virginia,Nicholas County,38.291432,-80.797515,38.40 
West Virginia,Ohio County,40.098932,-80.620728,394.55 
West Virginia,Pendleton County,38.67445,-79.340617,10.05 
West Virginia,Pleasants County,39.368133,-81.161172,57.69 
West Virginia,Pocahontas County,38.332606,-80.010121,8.95 
West Virginia,Preston County,39.46903,-79.668865,52.16 
West Virginia,Putnam County,38.510513,-81.906109,163.97 
West Virginia,Raleigh County,37.762469,-81.264672,122.66 
West Virginia,Randolph County,38.781095,-79.867788,27.72 
West Virginia,Ritchie County,39.177112,-81.066317,21.51 
West Virginia,Roane County,38.74295,-81.354494,28.81 
West Virginia,Summers County,37.655999,-80.856325,35.39 
West Virginia,Taylor County,39.332478,-80.046554,97.60 
West Virginia,Tucker County,39.111175,-79.559968,16.60 
West Virginia,Tyler County,39.465634,-80.877219,34.12 
West Virginia,Upshur County,38.90253,-80.231606,68.84 
West Virginia,Wayne County,38.143642,-82.422666,78.94 
West Virginia,Webster County,38.483459,-80.449052,14.97 
West Virginia,Wetzel County,39.59818,-80.635399,42.65 
