USPS,NAME,INTPTLAT,INTPTLONG      , DENSITY 
Alabama,Autauga County,32.532237,-86.64644,93.54 
Alabama,Baldwin County,30.659218,-87.746067,137.14 
Alabama,Barbour County,31.870253,-85.405104,28.11 
Alabama,Bibb County,33.015893,-87.127148,35.99 
Alabama,Blount County,33.977358,-86.56644,89.70 
Alabama,Bullock County,32.101759,-85.717261,16.28 
Alabama,Butler County,31.751667,-86.681969,25.33 
Alabama,Calhoun County,33.770516,-85.827909,188.62 
Alabama,Chambers County,32.915504,-85.394032,56.35 
Alabama,Cherokee County,34.069515,-85.654242,47.03 
Alabama,Chilton County,32.854051,-86.726607,63.73 
Alabama,Choctaw County,31.990954,-88.248889,14.06 
Alabama,Clarke County,31.685521,-87.818624,19.31 
Alabama,Clay County,33.2704,-85.863525,21.98 
Alabama,Cleburne County,33.671964,-85.516126,26.76 
Alabama,Coffee County,31.402258,-85.989602,76.45 
Alabama,Colbert County,34.703112,-87.801457,92.39 
Alabama,Conecuh County,31.430926,-86.988722,14.44 
Alabama,Coosa County,32.931445,-86.243482,16.46 
Alabama,Covington County,31.243987,-86.448721,35.89 
Alabama,Crenshaw County,31.732826,-86.319222,22.70 
Alabama,Cullman County,34.131923,-86.869267,113.57 
Alabama,Dale County,31.430654,-85.609476,87.25 
Alabama,Dallas County,32.33354,-87.114356,39.14 
Alabama,DeKalb County,34.460929,-85.803992,91.86 
Alabama,Elmore County,32.597229,-86.142735,132.41 
Alabama,Escambia County,31.122287,-87.16841,38.88 
Alabama,Etowah County,34.047641,-86.034263,191.56 
Alabama,Fayette County,33.716157,-87.764292,26.18 
Alabama,Franklin County,34.441989,-87.842814,49.47 
Alabama,Geneva County,31.092382,-85.821022,45.80 
Alabama,Greene County,32.844497,-87.9642,12.72 
Alabama,Hale County,32.752796,-87.623061,22.87 
Alabama,Henry County,31.516978,-85.239971,30.63 
Alabama,Houston County,31.158183,-85.296411,180.60 
Alabama,Jackson County,34.764114,-85.980056,47.99 
Alabama,Jefferson County,33.553444,-86.896536,593.21 
Alabama,Lamar County,33.787085,-88.087431,22.89 
Alabama,Lauderdale County,34.904122,-87.650997,138.30 
Alabama,Lawrence County,34.529776,-87.321865,47.72 
Alabama,Lee County,32.604064,-85.353048,269.84 
Alabama,Limestone County,34.810239,-86.981399,171.75 
Alabama,Lowndes County,32.147888,-86.650586,13.93 
Alabama,Macon County,32.387027,-85.692887,30.29 
Alabama,Madison County,34.764238,-86.55108,457.24 
Alabama,Marengo County,32.247591,-87.791091,19.52 
Alabama,Marion County,34.138219,-87.881551,40.09 
Alabama,Marshall County,34.309564,-86.321668,169.85 
Alabama,Mobile County,30.684572,-88.196568,336.55 
Alabama,Monroe County,31.580332,-87.383266,20.54 
Alabama,Montgomery County,32.202881,-86.204461,287.47 
Alabama,Morgan County,34.454484,-86.846402,205.47 
Alabama,Perry County,32.639005,-87.293827,12.70 
Alabama,Pickens County,33.296793,-88.096863,22.62 
Alabama,Pike County,31.798651,-85.941604,49.60 
Alabama,Randolph County,33.296475,-85.464068,39.14 
Alabama,Russell County,32.289811,-85.18698,90.12 
Alabama,St. Clair County,33.712963,-86.315663,140.43 
Alabama,Shelby County,33.263043,-86.678089,274.65 
Alabama,Sumter County,32.597481,-88.200057,14.04 
Alabama,Talladega County,33.369314,-86.17593,108.34 
Alabama,Tallapoosa County,32.863308,-85.799618,56.52 
Alabama,Tuscaloosa County,33.29022,-87.522783,158.16 
Alabama,Walker County,33.791558,-87.301094,80.54 
Alabama,Washington County,31.405217,-88.197564,15.16 
Alabama,Wilcox County,31.990082,-87.304935,11.96 
Alabama,Winston County,34.154566,-87.365346,38.60 
Alaska,Aleutians East Borough,55.245044,-161.997477,0.50 
Alaska,Aleutians West Census Area,51.948964,179.621188,1.30 
Alaska,Anchorage Municipality,61.17425,-149.284329,170.81 
Alaska,Bethel Census Area,60.929141,-160.152625,0.45 
Alaska,Bristol Bay Borough,58.741647,-156.966909,1.82 
Alaska,Denali Borough,63.682039,-150.027016,0.16 
Alaska,Dillingham Census Area,59.543326,-158.267123,0.27 
Alaska,Fairbanks North Star Borough,64.676044,-146.548159,13.50 
Alaska,Haines Borough,59.098404,-135.575791,1.06 
Alaska,Hoonah-Angoon Census Area,58.253462,-136.320731,0.33 
Alaska,Juneau City and Borough,58.37291,-134.178445,11.88 
Alaska,Kenai Peninsula Borough,60.360766,-152.05264,3.65 
Alaska,Ketchikan Gateway Borough,55.449938,-131.106685,2.87 
Alaska,Kodiak Island Borough,57.7044,-153.918372,2.02 
Alaska,Kusilvak Census Area,62.283588,-163.190171,0.49 
Alaska,Lake and Peninsula Borough,58.108507,-156.413413,0.07 
Alaska,Matanuska-Susitna Borough,62.279094,-149.619094,4.35 
Alaska,Nome Census Area,64.783686,-164.188912,0.44 
Alaska,North Slope Borough,69.449343,-153.47283,0.11 
Alaska,Northwest Arctic Borough,67.005066,-160.021086,0.22 
Alaska,Petersburg Borough,57.112458,-133.008598,1.11 
Alaska,Prince of Wales-Hyder Census Area,55.682773,-133.162389,1.22 
Alaska,Sitka City and Borough,57.193204,-135.367396,3.01 
Alaska,Skagway Municipality,59.560379,-135.338279,2.65 
Alaska,Southeast Fairbanks Census Area,63.864997,-143.218628,0.28 
Alaska,Valdez-Cordova Census Area,61.349843,-145.023109,0.27 
Alaska,Wrangell City and Borough,56.317416,-132.343978,0.98 
Alaska,Yakutat City and Borough,60.017453,-140.416942,0.08 
Alaska,Yukon-Koyukuk Census Area,65.375727,-151.57785,0.04 
Arizona,Apache County,35.385084,-109.490172,6.41 
Arizona,Cochise County,31.840129,-109.775163,20.41 
Arizona,Coconino County,35.829692,-111.773728,7.67 
Arizona,Gila County,33.789618,-110.81187,11.33 
Arizona,Graham County,32.931828,-109.87831,8.24 
Arizona,Greenlee County,33.238872,-109.242323,5.15 
Arizona,La Paz County,33.72761,-114.038806,4.69 
Arizona,Maricopa County,33.345176,-112.49893,479.40 
Arizona,Mohave County,35.717705,-113.749689,15.72 
Arizona,Navajo County,35.390785,-110.321025,11.10 
Arizona,Pima County,32.128043,-111.783657,113.08 
Arizona,Pinal County,32.918521,-111.36634,83.33 
Arizona,Santa Cruz County,31.525733,-110.845228,37.62 
Arizona,Yavapai County,34.631071,-112.577225,28.56 
Arizona,Yuma County,32.773942,-113.910905,38.47 
Arkansas,Arkansas County,34.28957,-91.376547,17.97 
Arkansas,Ashley County,33.190835,-91.772267,21.66 
Arkansas,Baxter County,36.280268,-92.329949,75.09 
Arkansas,Benton County,36.337819,-94.256298,321.51 
Arkansas,Boone County,36.304299,-93.079236,63.53 
Arkansas,Bradley County,33.466549,-92.169156,16.78 
Arkansas,Calhoun County,33.56046,-92.513879,8.40 
Arkansas,Carroll County,36.33737,-93.540972,44.79 
Arkansas,Chicot County,33.267139,-91.297158,16.19 
Arkansas,Clark County,34.053316,-93.176208,25.47 
Arkansas,Clay County,36.367302,-90.418704,23.22 
Arkansas,Cleburne County,35.566315,-92.05995,45.09 
Arkansas,Cleveland County,33.893201,-92.188714,13.41 
Arkansas,Columbia County,33.223038,-93.232843,30.73 
Arkansas,Conway County,35.265702,-92.689248,37.83 
Arkansas,Craighead County,35.827729,-90.631421,153.48 
Arkansas,Crawford County,35.583011,-94.236219,106.79 
Arkansas,Crittenden County,35.211879,-90.315332,79.20 
Arkansas,Cross County,35.285692,-90.763984,27.05 
Arkansas,Dallas County,33.967823,-92.653999,10.76 
Arkansas,Desha County,33.828752,-91.244103,14.99 
Arkansas,Drew County,33.587242,-91.722778,22.13 
Arkansas,Faulkner County,35.146548,-92.336928,192.61 
Arkansas,Franklin County,35.508558,-93.887665,29.25 
Arkansas,Fulton County,36.383619,-91.819664,19.85 
Arkansas,Garland County,34.578852,-93.146932,146.33 
Arkansas,Grant County,34.285568,-92.422979,28.79 
Arkansas,Greene County,36.120607,-90.566346,78.46 
Arkansas,Hempstead County,33.735953,-93.664355,29.88 
Arkansas,Hot Spring County,34.315177,-92.944147,54.77 
Arkansas,Howard County,34.083064,-93.990931,22.67 
Arkansas,Independence County,35.737499,-91.559942,49.31 
Arkansas,Izard County,36.094879,-91.913625,23.41 
Arkansas,Jackson County,35.596467,-91.223205,26.52 
Arkansas,Jefferson County,34.277239,-91.929673,78.29 
Arkansas,Johnson County,35.573359,-93.466322,40.53 
Arkansas,Lafayette County,33.240629,-93.611514,12.65 
Arkansas,Lawrence County,36.041098,-91.101153,27.97 
Arkansas,Lee County,34.779505,-90.779717,14.91 
Arkansas,Lincoln County,33.957675,-91.727626,23.83 
Arkansas,Little River County,33.699497,-94.229774,23.16 
Arkansas,Logan County,35.218654,-93.72091,30.69 
Arkansas,Lonoke County,34.755114,-91.894132,95.49 
Arkansas,Madison County,36.012545,-93.724053,19.76 
Arkansas,Marion County,36.266664,-92.678577,28.01 
Arkansas,Miller County,33.305505,-93.901502,69.67 
Arkansas,Mississippi County,35.766944,-90.052207,45.79 
Arkansas,Monroe County,34.679512,-91.20331,11.36 
Arkansas,Montgomery County,34.545656,-93.664153,11.44 
Arkansas,Nevada County,33.666699,-93.305072,13.48 
Arkansas,Newton County,35.910742,-93.215898,9.51 
Arkansas,Ouachita County,33.591168,-92.878413,32.21 
Arkansas,Perry County,34.946363,-92.926877,18.77 
Arkansas,Phillips County,34.423687,-90.855593,25.92 
Arkansas,Pike County,34.158191,-93.658659,17.77 
Arkansas,Poinsett County,35.56887,-90.681104,31.61 
Arkansas,Polk County,34.490915,-94.230884,23.38 
Arkansas,Pope County,35.456557,-93.026818,78.77 
Arkansas,Prairie County,34.831116,-91.55362,12.46 
Arkansas,Pulaski County,34.770311,-92.312996,517.75 
Arkansas,Randolph County,36.341298,-91.028441,27.52 
Arkansas,St. Francis County,35.022838,-90.751505,40.08 
Arkansas,Saline County,34.648525,-92.674463,167.81 
Arkansas,Scott County,34.858869,-94.063641,11.56 
Arkansas,Searcy County,35.896387,-92.695888,11.95 
Arkansas,Sebastian County,35.196981,-94.274989,240.51 
Arkansas,Sevier County,33.994877,-94.243279,30.32 
Arkansas,Sharp County,36.173399,-91.471069,28.73 
Arkansas,Stone County,35.857001,-92.140482,20.54 
Arkansas,Union County,33.168219,-92.598145,37.65 
Arkansas,Van Buren County,35.582953,-92.515976,23.39 
Arkansas,Washington County,35.978001,-94.217269,251.56 
Arkansas,White County,35.255118,-91.753034,76.06 
Arkansas,Woodruff County,35.192777,-91.244535,11.06 
Arkansas,Yell County,34.997713,-93.408303,23.15 
California,Alameda County,37.647139,-121.912488,2260.59 
California,Alpine County,38.621783,-119.798352,1.49 
California,Amador County,38.44355,-120.653856,66.24 
California,Butte County,39.665959,-121.601919,141.31 
California,Calaveras County,38.1839,-120.561441,44.71 
California,Colusa County,39.177739,-122.237563,18.79 
California,Contra Costa County,37.919479,-121.951543,1604.03 
California,Del Norte County,41.763958,-124.003614,27.66 
California,El Dorado County,38.785612,-120.534225,111.65 
California,Fresno County,36.761006,-119.655019,166.89 
California,Glenn County,39.602546,-122.4017,21.35 
California,Humboldt County,40.706655,-123.926176,38.22 
California,Imperial County,33.040814,-115.3554,43.55 
California,Inyo County,36.561977,-117.403927,1.76 
California,Kern County,35.346629,-118.729506,110.27 
California,Kings County,36.072478,-119.81553,108.87 
California,Lake County,39.094802,-122.746757,51.24 
California,Lassen County,40.721086,-120.629952,6.78 
California,Los Angeles County,34.196398,-118.261862,2489.87 
California,Madera County,37.209821,-119.749802,73.78 
California,Marin County,38.051817,-122.745974,498.93 
California,Mariposa County,37.57003,-119.912861,12.06 
California,Mendocino County,39.432388,-123.442881,24.98 
California,Merced County,37.194806,-120.722802,141.92 
California,Modoc County,41.592918,-120.71837,2.22 
California,Mono County,37.915836,-118.875167,4.67 
California,Monterey County,36.240107,-121.315572,132.73 
California,Napa County,38.5071,-122.325904,186.32 
California,Nevada County,39.297508,-120.771343,104.09 
California,Orange County,33.675687,-117.777207,4018.58 
California,Placer County,39.062032,-120.722718,279.41 
California,Plumas County,39.992295,-120.824371,7.37 
California,Riverside County,33.729828,-116.002239,339.96 
California,Sacramento County,38.450016,-121.340441,1596.45 
California,San Benito County,36.611651,-121.085811,44.31 
California,San Bernardino County,34.85722,-116.181197,108.21 
California,San Diego County,33.023604,-116.776117,794.11 
California,San Francisco County,37.727239,-123.032229,18833.80 
California,San Joaquin County,37.934982,-121.272244,540.58 
California,San Luis Obispo County,35.385224,-120.447544,86.05 
California,San Mateo County,37.414672,-122.371546,1715.32 
California,Santa Barbara County,34.537057,-120.039973,163.25 
California,Santa Clara County,37.220695,-121.69051,1500.74 
California,Santa Cruz County,37.012488,-122.007205,616.16 
California,Shasta County,40.760514,-122.043556,47.69 
California,Sierra County,39.576925,-120.521993,3.13 
California,Siskiyou County,41.587986,-122.533287,6.96 
California,Solano County,38.267226,-121.939594,543.45 
California,Sonoma County,38.525182,-122.92611,317.30 
California,Stanislaus County,37.562316,-121.002831,367.52 
California,Sutter County,39.03619,-121.70394,160.67 
California,Tehama County,40.126157,-122.232274,21.67 
California,Trinity County,40.647803,-123.114476,3.94 
California,Tulare County,36.228834,-118.781055,96.57 
California,Tuolumne County,38.021434,-119.964733,24.56 
California,Ventura County,34.358741,-119.133143,461.86 
California,Yolo County,38.679596,-121.902441,217.21 
California,Yuba County,39.27013,-121.344259,123.48 
Colorado,Adams County,39.874325,-104.331872,438.88 
Colorado,Alamosa County,37.568442,-105.788041,23.09 
Colorado,Arapahoe County,39.644554,-104.331706,816.10 
Colorado,Archuleta County,37.202395,-107.050863,10.20 
Colorado,Baca County,37.30978,-102.543741,1.40 
Colorado,Bent County,37.931891,-103.077584,3.89 
Colorado,Boulder County,40.09497,-105.397691,448.91 
Colorado,Broomfield County,39.953593,-105.050787,2099.00 
Colorado,Chaffee County,38.738223,-106.316683,19.76 
Colorado,Cheyenne County,38.835646,-102.601791,1.05 
Colorado,Clear Creek County,39.669732,-105.69257,24.31 
Colorado,Conejos County,37.213406,-106.176447,6.37 
Colorado,Costilla County,37.277547,-105.42894,3.12 
Colorado,Crowley County,38.30618,-103.772736,7.44 
Colorado,Custer County,38.101996,-105.373512,6.71 
Colorado,Delta County,38.861595,-107.864892,27.10 
Colorado,Denver County,39.76185,-104.881105,4674.09 
Colorado,Dolores County,37.711723,-108.524116,1.94 
Colorado,Douglas County,39.325414,-104.925987,407.95 
Colorado,Eagle County,39.626992,-106.695169,32.65 
Colorado,Elbert County,39.315157,-104.114076,14.20 
Colorado,El Paso County,38.827383,-104.527472,335.64 
Colorado,Fremont County,38.45517,-105.424958,31.32 
Colorado,Garfield County,39.599352,-107.90978,20.28 
Colorado,Gilpin County,39.861156,-105.528878,40.80 
Colorado,Grand County,40.113065,-106.110837,8.41 
Colorado,Gunnison County,38.670499,-107.05688,5.32 
Colorado,Hinsdale County,37.821165,-107.338261,0.73 
Colorado,Huerfano County,37.687815,-104.959928,4.33 
Colorado,Jackson County,40.663432,-106.329248,0.87 
Colorado,Jefferson County,39.579511,-105.245462,759.13 
Colorado,Kiowa County,38.387663,-102.756849,0.78 
Colorado,Kit Carson County,39.30534,-102.603023,3.31 
Colorado,Lake County,39.205341,-106.350079,20.76 
Colorado,La Plata County,37.287367,-107.839718,33.33 
Colorado,Larimer County,40.658093,-105.486764,135.03 
Colorado,Las Animas County,37.318831,-104.04411,3.04 
Colorado,Lincoln County,38.99374,-103.507555,2.18 
Colorado,Logan County,40.728091,-103.090464,11.71 
Colorado,Mesa County,39.019524,-108.460571,46.02 
Colorado,Mineral County,37.549067,-107.003236,0.89 
Colorado,Moffat County,40.610864,-108.217154,2.78 
Colorado,Montezuma County,37.338025,-108.595786,12.89 
Colorado,Montrose County,38.407507,-108.266282,18.84 
Colorado,Morgan County,40.263159,-103.81221,22.30 
Colorado,Otero County,37.88417,-103.72126,14.61 
Colorado,Ouray County,38.154731,-107.78848,8.92 
Colorado,Park County,39.118914,-105.717648,8.46 
Colorado,Phillips County,40.594712,-102.345105,6.23 
Colorado,Pitkin County,39.217538,-106.916159,18.49 
Colorado,Prowers County,37.958181,-102.392161,7.42 
Colorado,Pueblo County,38.170658,-104.489892,70.21 
Colorado,Rio Blanco County,39.972622,-108.200716,1.97 
Colorado,Rio Grande County,37.485853,-106.453128,12.34 
Colorado,Routt County,40.483664,-106.987702,10.89 
Colorado,Saguache County,38.031651,-106.234666,2.16 
Colorado,San Juan County,37.781049,-107.670257,1.97 
Colorado,San Miguel County,38.009319,-108.427263,6.37 
Colorado,Sedgwick County,40.871568,-102.355358,4.20 
Colorado,Summit County,39.621023,-106.137555,50.97 
Colorado,Teller County,38.869976,-105.187365,45.03 
Colorado,Washington County,39.96579,-103.209744,1.95 
Colorado,Weld County,40.555961,-104.383666,78.87 
Colorado,Yuma County,40.00077,-102.421649,4.24 
Connecticut,Fairfield County,41.227413,-73.367061,1510.19 
Connecticut,Hartford County,41.806053,-72.732916,1214.62 
Connecticut,Litchfield County,41.791883,-73.235404,196.75 
Connecticut,Middlesex County,41.433003,-72.52278,440.51 
Connecticut,New Haven County,41.349718,-72.900203,1418.70 
Connecticut,New London County,41.472652,-72.108634,401.09 
Connecticut,Tolland County,41.858081,-72.340978,367.79 
Connecticut,Windham County,41.824999,-71.990702,228.15 
Delaware,Kent County,39.097088,-75.502982,304.66 
Delaware,New Castle County,39.575915,-75.644132,1312.01 
Delaware,Sussex County,38.673227,-75.337024,244.93 
District of Columbia,District of Columbia,38.904247,-77.016517,11489.29 
Florida,Alachua County,29.67574,-82.357221,308.33 
Florida,Baker County,30.324442,-82.302284,48.45 
Florida,Bay County,30.238218,-85.63168,244.25 
Florida,Bradford County,29.952386,-82.166679,94.34 
Florida,Brevard County,28.298311,-80.700333,588.04 
Florida,Broward County,26.193535,-80.476683,1622.24 
Florida,Calhoun County,30.388801,-85.197915,25.71 
Florida,Charlotte County,26.868974,-81.941278,271.61 
Florida,Citrus County,28.84364,-82.52481,254.21 
Florida,Clay County,29.986584,-81.865036,357.37 
Florida,Collier County,26.118786,-81.400955,189.53 
Florida,Columbia County,30.221651,-82.623371,88.40 
Florida,DeSoto County,27.190581,-81.806253,58.88 
Florida,Dixie County,29.580899,-83.195666,23.68 
Florida,Duval County,30.335245,-81.648113,1245.93 
Florida,Escambia County,30.611638,-87.3389,480.29 
Florida,Flagler County,29.474891,-81.286253,230.99 
Florida,Franklin County,29.810176,-84.799174,21.53 
Florida,Gadsden County,30.578687,-84.612607,88.89 
Florida,Gilchrist County,29.723456,-82.795801,52.20 
Florida,Glades County,26.95481,-81.19082,17.02 
Florida,Gulf County,29.907257,-85.256537,29.21 
Florida,Hamilton County,30.491187,-82.951071,27.85 
Florida,Hardee County,27.492846,-81.82158,42.73 
Florida,Hendry County,26.539967,-81.152114,35.94 
Florida,Hernando County,28.573043,-82.466227,403.55 
Florida,Highlands County,27.34108,-81.342353,103.60 
Florida,Hillsborough County,27.906607,-82.349719,1406.07 
Florida,Holmes County,30.862007,-85.815939,40.67 
Florida,Indian River County,27.700528,-80.574789,313.09 
Florida,Jackson County,30.789249,-85.208814,52.61 
Florida,Jefferson County,30.424558,-83.890859,23.89 
Florida,Lafayette County,29.990066,-83.17851,16.07 
Florida,Lake County,28.764113,-81.712282,374.96 
Florida,Lee County,26.559035,-81.891994,965.64 
Florida,Leon County,30.45931,-84.2778,438.61 
Florida,Levy County,29.284457,-82.783462,36.46 
Florida,Liberty County,30.259849,-84.86858,10.12 
Florida,Madison County,30.447233,-83.470416,26.60 
Florida,Manatee County,27.481682,-82.368767,530.98 
Florida,Marion County,29.202805,-82.0431,226.63 
Florida,Martin County,27.083604,-80.398201,295.89 
Florida,Miami-Dade County,25.61058,-80.497099,1453.59 
Florida,Monroe County,24.768883,-80.95327,76.32 
Florida,Nassau County,30.605963,-81.765087,132.32 
Florida,Okaloosa County,30.665851,-86.594187,222.81 
Florida,Okeechobee County,27.385592,-80.887388,54.00 
Florida,Orange County,28.514391,-81.323284,1530.87 
Florida,Osceola County,28.059027,-81.139312,277.19 
Florida,Palm Beach County,26.649126,-80.448354,756.48 
Florida,Pasco County,28.307711,-82.464832,722.80 
Florida,Pinellas County,27.903108,-82.739519,3562.28 
Florida,Polk County,27.953649,-81.693534,393.88 
Florida,Putnam County,29.593896,-81.732039,101.89 
Florida,St. Johns County,29.890487,-81.40004,423.37 
Florida,St. Lucie County,27.379814,-80.443536,561.76 
Florida,Santa Rosa County,30.701269,-87.01289,177.16 
Florida,Sarasota County,27.184386,-82.365835,767.49 
Florida,Seminole County,28.690092,-81.131989,1512.40 
Florida,Sumter County,28.714101,-82.074347,231.10 
Florida,Taylor County,30.009908,-83.609483,20.73 
Florida,Union County,30.05428,-82.366918,61.34 
Florida,Volusia County,29.057769,-81.161792,497.20 
Florida,Wakulla County,30.139432,-84.374846,53.53 
Florida,Walton County,30.631211,-86.176614,68.78 
Florida,Washington County,30.602217,-85.662797,42.55 
Georgia,Appling County,31.739712,-82.290103,36.41 
Georgia,Atkinson County,31.296806,-82.878151,24.21 
Georgia,Bacon County,31.55021,-82.451433,39.37 
Georgia,Baker County,31.31958,-84.454881,9.04 
Georgia,Baldwin County,33.05949,-83.255457,173.26 
Georgia,Banks County,34.351922,-83.498441,81.82 
Georgia,Barrow County,33.992009,-83.712303,501.79 
Georgia,Bartow County,34.240917,-84.838188,231.87 
Georgia,Ben Hill County,31.740772,-83.147197,67.12 
Georgia,Berrien County,31.288652,-83.22787,42.46 
Georgia,Bibb County,32.808845,-83.694194,613.85 
Georgia,Bleckley County,32.435403,-83.331717,59.47 
Georgia,Brantley County,31.197334,-81.982978,42.63 
Georgia,Brooks County,30.822934,-83.581905,31.46 
Georgia,Bryan County,32.017969,-81.438543,87.10 
Georgia,Bulloch County,32.391711,-81.744021,114.35 
Georgia,Burke County,33.060181,-82.000164,27.11 
Georgia,Butts County,33.290355,-83.958221,131.71 
Georgia,Calhoun County,31.521279,-84.62629,22.65 
Georgia,Camden County,30.913358,-81.642019,85.16 
Georgia,Candler County,32.40395,-82.071266,44.58 
Georgia,Carroll County,33.582237,-85.080527,236.70 
Georgia,Catoosa County,34.900218,-85.139386,415.76 
Georgia,Charlton County,30.779904,-82.139644,16.62 
Georgia,Chatham County,31.980404,-81.085184,667.70 
Georgia,Chattahoochee County,32.347445,-84.788021,42.95 
Georgia,Chattooga County,34.474178,-85.345289,79.12 
Georgia,Cherokee County,34.244317,-84.475057,603.56 
Georgia,Clarke County,33.952185,-83.367152,1068.03 
Georgia,Clay County,31.619831,-84.992583,14.77 
Georgia,Clayton County,33.542686,-84.355573,2044.15 
Georgia,Clinch County,30.917653,-82.702614,8.16 
Georgia,Cobb County,33.93993,-84.574112,2227.45 
Georgia,Coffee County,31.549245,-82.84494,72.76 
Georgia,Colquitt County,31.189707,-83.769773,83.34 
Georgia,Columbia County,33.547631,-82.252296,531.89 
Georgia,Cook County,31.152516,-83.429445,75.13 
Georgia,Coweta County,33.352897,-84.762138,330.81 
Georgia,Crawford County,32.709428,-83.979187,37.91 
Georgia,Crisp County,31.915148,-83.753531,82.88 
Georgia,Dade County,34.852424,-85.506201,93.26 
Georgia,Dawson County,34.442608,-84.173261,118.97 
Georgia,Decatur County,30.880643,-84.58389,44.50 
Georgia,DeKalb County,33.770661,-84.226343,2825.82 
Georgia,Dodge County,32.164369,-83.167866,41.75 
Georgia,Dooly County,32.151995,-83.807167,34.91 
Georgia,Dougherty County,31.532588,-84.20904,277.64 
Georgia,Douglas County,33.701242,-84.767314,726.15 
Georgia,Early County,31.324191,-84.906723,19.99 
Georgia,Echols County,30.714008,-82.897376,9.51 
Georgia,Effingham County,32.36168,-81.343372,129.88 
Georgia,Elbert County,34.116413,-82.841909,54.46 
Georgia,Emanuel County,32.5911,-82.299763,33.23 
Georgia,Evans County,32.153083,-81.890153,58.62 
Georgia,Fannin County,34.866543,-84.317331,67.07 
Georgia,Fayette County,33.412717,-84.493941,583.70 
Georgia,Floyd County,34.263692,-85.213685,192.08 
Georgia,Forsyth County,34.225143,-84.127408,1053.72 
Georgia,Franklin County,34.375266,-83.227532,88.02 
Georgia,Fulton County,33.790034,-84.468182,1993.69 
Georgia,Gilmer County,34.690506,-84.454624,72.30 
Georgia,Glascock County,33.227491,-82.606913,20.83 
Georgia,Glynn County,31.21271,-81.49645,203.12 
Georgia,Gordon County,34.509667,-84.873862,161.84 
Georgia,Greene County,33.57674,-83.166613,45.65 
Georgia,Gwinnett County,33.959146,-84.023087,2154.52 
Georgia,Habersham County,34.634392,-83.525875,163.96 
Georgia,Hall County,34.317569,-83.8185,514.37 
Georgia,Hancock County,33.26922,-83.000465,17.72 
Georgia,Haralson County,33.795165,-85.220063,104.66 
Georgia,Harris County,32.731549,-84.912432,74.33 
Georgia,Hart County,34.348733,-82.96329,112.29 
Georgia,Heard County,33.291347,-85.137886,40.14 
Georgia,Henry County,33.452947,-84.154021,722.49 
Georgia,Houston County,32.458287,-83.662522,413.44 
Georgia,Irwin County,31.604306,-83.277037,26.52 
Georgia,Jackson County,34.130905,-83.562557,207.32 
Georgia,Jasper County,33.316981,-83.689151,38.11 
Georgia,Jeff Davis County,31.811615,-82.636825,45.42 
Georgia,Jefferson County,33.058176,-82.420004,29.30 
Georgia,Jenkins County,32.794563,-81.971524,25.00 
Georgia,Johnson County,32.694584,-82.66397,32.04 
Georgia,Jones County,33.021664,-83.562196,72.64 
Georgia,Lamar County,33.07444,-84.146689,103.54 
Georgia,Lanier County,31.038197,-83.063164,52.61 
Georgia,Laurens County,32.39322,-82.926317,58.62 
Georgia,Lee County,31.818419,-84.146681,83.63 
Georgia,Liberty County,31.807458,-81.457871,119.07 
Georgia,Lincoln County,33.792151,-82.448299,37.62 
Georgia,Long County,31.749563,-81.74287,47.45 
Georgia,Lowndes County,30.833145,-83.268995,233.97 
Georgia,Lumpkin County,34.56814,-83.998925,116.47 
Georgia,McDuffie County,33.479623,-82.478733,83.63 
Georgia,McIntosh County,31.488506,-81.372289,33.24 
Georgia,Macon County,32.362686,-84.051231,32.80 
Georgia,Madison County,34.128526,-83.203737,105.02 
Georgia,Marion County,32.359312,-84.528735,22.82 
Georgia,Meriwether County,33.029267,-84.667058,42.03 
Georgia,Miller County,31.162931,-84.730398,20.13 
Georgia,Mitchell County,31.228997,-84.192038,43.33 
Georgia,Monroe County,33.017435,-83.922938,69.48 
Georgia,Montgomery County,32.172108,-82.533349,38.12 
Georgia,Morgan County,33.598696,-83.499435,54.27 
Georgia,Murray County,34.797097,-84.73799,115.88 
Georgia,Muscogee County,32.510197,-84.874946,896.90 
Georgia,Newton County,33.544041,-83.855184,400.08 
Georgia,Oconee County,33.834125,-83.437728,213.04 
Georgia,Oglethorpe County,33.866806,-83.074081,34.29 
Georgia,Paulding County,33.92103,-84.867169,525.23 
Georgia,Peach County,32.571324,-83.831978,181.64 
Georgia,Pickens County,34.456746,-84.490351,137.81 
Georgia,Pierce County,31.353998,-82.21037,56.95 
Georgia,Pike County,33.081224,-84.389848,86.23 
Georgia,Polk County,33.996015,-85.188338,136.85 
Georgia,Pulaski County,32.238803,-83.481845,44.41 
Georgia,Putnam County,33.32106,-83.37179,63.27 
Georgia,Quitman County,31.862938,-85.004798,15.07 
Georgia,Rabun County,34.883934,-83.40487,45.57 
Georgia,Randolph County,31.762651,-84.752311,15.96 
Georgia,Richmond County,33.361486,-82.074998,621.45 
Georgia,Rockdale County,33.652081,-84.02637,697.84 
Georgia,Schley County,32.263444,-84.322708,31.37 
Georgia,Screven County,32.744751,-81.617585,21.58 
Georgia,Seminole County,30.93396,-84.867685,35.00 
Georgia,Spalding County,33.262348,-84.284905,337.26 
Georgia,Stephens County,34.552914,-83.290216,145.33 
Georgia,Stewart County,32.073225,-84.834912,13.51 
Georgia,Sumter County,32.042266,-84.204294,61.57 
